geneID,baseMean,mean_broth,mean_plate,log2FC_shrunk,log2FoldChange,lfcSE,stat,pvalue,padj,eggNOG_OGs,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
J2S48_RS13310,2525.590977,3956.525582,379.1890704,-3.336769659,-3.38413633,0.304104569,-11.12819957,9.15E-29,1.16E-26,,,,,,,,,,,,,,,,
J2S48_RS20595,10727.11937,16851.02235,1541.264907,-3.397890083,-3.450533249,0.320131381,-10.77849114,4.35E-27,4.95E-25,"COG0693@1|root,COG0693@2|Bacteria,2GMMW@201174|Actinobacteria,4F4IM@85017|Promicromonosporaceae",S,DJ-1/PfpI family,-,-,3.5.1.124,ko:K05520,-,-,-,-,"ko00000,ko01000,ko01002",-,-,-,DJ-1_PfpI
J2S48_RS17270,15792.8583,25134.52763,1780.354304,-3.771621251,-3.819537849,0.356676652,-10.70868482,9.27E-27,9.88E-25,"COG3583@1|root,COG3583@2|Bacteria,2I2GH@201174|Actinobacteria,4F383@85017|Promicromonosporaceae",S,G5,-,-,-,-,-,-,-,-,-,-,-,-,"DUF348,G5,SLT"
J2S48_RS13780,4005.457612,6189.057246,730.0581614,-3.032776852,-3.083987165,0.296592293,-10.39806912,2.53E-25,2.54E-23,"COG0404@1|root,COG0404@2|Bacteria,2GJ47@201174|Actinobacteria,4F42H@85017|Promicromonosporaceae",E,The glycine cleavage system catalyzes the degradation of glycine,gcvT,-,2.1.2.10,ko:K00605,"ko00260,ko00630,ko00670,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map00670,map01100,map01110,map01130,map01200",M00532,"R01221,R02300,R04125","RC00022,RC00069,RC00183,RC02834","ko00000,ko00001,ko00002,ko01000",-,-,-,"GCV_T,GCV_T_C"
J2S48_RS21265,7308.729148,11063.50761,1676.561448,-2.681040126,-2.722111848,0.263014943,-10.34964711,4.20E-25,4.10E-23,"COG1562@1|root,COG1562@2|Bacteria,2HFT9@201174|Actinobacteria,4F5JC@85017|Promicromonosporaceae",I,Squalene/phytoene synthase,-,-,-,-,-,-,-,-,-,-,-,-,SQS_PSY
J2S48_RS06480,39662.44761,64627.96625,2214.169651,-4.766429587,-4.867221763,0.471431027,-10.32435602,5.47E-25,5.18E-23,"2C3A2@1|root,2ZZP3@2|Bacteria,2I9BD@201174|Actinobacteria,4F4PN@85017|Promicromonosporaceae",S,PFAM DoxX family protein,-,-,1.8.5.2,ko:K16937,"ko00920,ko01120,map00920,map01120",-,R07177,-,"ko00000,ko00001,ko01000",3.D.4.9,-,-,DoxX
J2S48_RS00960,2180.841482,3445.555669,283.7702014,-3.538766716,-3.601221278,0.354263879,-10.16536398,2.83E-24,2.48E-22,"COG0505@1|root,COG0505@2|Bacteria,2GM9I@201174|Actinobacteria,4F4NQ@85017|Promicromonosporaceae",EF,Belongs to the CarA family,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS12170,1370.353531,2283.217444,1.05765987,-10.85170069,-11.07549749,1.102862272,-10.04250283,9.91E-24,8.25E-22,"COG0457@1|root,COG0457@2|Bacteria,2GMSS@201174|Actinobacteria",K,sequence-specific DNA binding,-,-,-,-,-,-,-,-,-,-,-,-,HTH_31
J2S48_RS25950,5583.999927,8564.883296,1112.674872,-2.896750436,-2.943735459,0.299051834,-9.843562628,7.31E-23,5.80E-21,"COG1295@1|root,COG1295@2|Bacteria,2GM6P@201174|Actinobacteria,4F3K5@85017|Promicromonosporaceae",S,Virulence factor BrkB,-,-,-,ko:K07058,-,-,-,-,ko00000,-,-,-,Virul_fac_BrkB
J2S48_RS10185,209076.4816,344863.3325,5396.205392,-5.866310115,-5.997935652,0.622577298,-9.634041703,5.74E-22,4.26E-20,"COG2373@1|root,COG2373@2|Bacteria,2ISAU@201174|Actinobacteria,4F4G1@85017|Promicromonosporaceae",S,Large extracellular alpha-helical protein,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS02465,807.4195064,1253.256235,138.6644134,-3.112904803,-3.173559,0.335012995,-9.472942983,2.72E-21,1.82E-19,,,,,,,,,,,,,,,,
J2S48_RS21140,2725.49008,4298.486042,365.9961376,-3.483565681,-3.552617306,0.374980874,-9.474129361,2.69E-21,1.82E-19,"COG2905@1|root,COG2905@2|Bacteria",T,signal-transduction protein containing cAMP-binding and CBS domains,-,-,-,-,-,-,-,-,-,-,-,-,CBS
J2S48_RS16800,1852.810027,2936.95979,226.5853822,-3.619967793,-3.695561009,0.393128019,-9.400400976,5.44E-21,3.39E-19,,,,,,,,,,,,,,,,
J2S48_RS17785,9193.115987,14302.12049,1529.609239,-3.158691864,-3.225276138,0.349253937,-9.23475957,2.59E-20,1.47E-18,"COG0334@1|root,COG0334@2|Bacteria,2GKXG@201174|Actinobacteria,4F3BD@85017|Promicromonosporaceae",C,Belongs to the Glu Leu Phe Val dehydrogenases family,gdhA,-,1.4.1.3,ko:K00261,"ko00220,ko00250,ko00471,ko00910,ko01100,ko01200,ko04217,ko04964,map00220,map00250,map00471,map00910,map01100,map01200,map04217,map04964",M00740,"R00243,R00248","RC00006,RC02799","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"ELFV_dehydrog,ELFV_dehydrog_N"
J2S48_RS06485,13172.64434,20716.27873,1857.192756,-3.40633983,-3.479268886,0.378282232,-9.197547724,3.66E-20,2.05E-18,"COG2197@1|root,COG2197@2|Bacteria,2GK4B@201174|Actinobacteria,4F438@85017|Promicromonosporaceae",K,"helix_turn_helix, Lux Regulon",devR,-,-,-,-,-,-,-,-,-,-,-,"GerE,Response_reg"
J2S48_RS25940,3923.012133,6369.283037,253.6057769,-4.548048304,-4.649667587,0.507436977,-9.163044465,5.05E-20,2.78E-18,"2DMSR@1|root,32TF3@2|Bacteria,2IR08@201174|Actinobacteria,4F4UG@85017|Promicromonosporaceae",S,"Putative Actinobacterial Holin-X, holin superfamily III",-,-,-,-,-,-,-,-,-,-,-,-,Phage_holin_3_6
J2S48_RS20525,3308.563025,4927.801226,879.7057232,-2.439008248,-2.485227216,0.273019421,-9.102748846,8.81E-20,4.55E-18,,,,,,,,,,,,,,,,
J2S48_RS00240,695.4292928,1123.532707,53.27417166,-4.291052352,-4.397065175,0.497198317,-8.843684755,9.26E-19,4.33E-17,"COG0076@1|root,COG0076@2|Bacteria,2GK3J@201174|Actinobacteria,4F36V@85017|Promicromonosporaceae",E,Pyridoxal-dependent decarboxylase conserved domain,sidD,-,4.1.1.86,ko:K13745,"ko00260,ko01120,map00260,map01120",-,R07650,RC00299,"ko00000,ko00001,ko01000",-,-,-,Pyridoxal_deC
J2S48_RS17750,8447.491209,12919.50059,1739.477131,-2.827892506,-2.892827738,0.330817372,-8.744485573,2.24E-18,1.01E-16,"COG0686@1|root,COG0686@2|Bacteria,2GJ6G@201174|Actinobacteria,4FK7J@85023|Microbacteriaceae",E,Belongs to the AlaDH PNT family,ald,-,1.4.1.1,ko:K00259,"ko00250,ko00430,ko01100,map00250,map00430,map01100",-,R00396,RC00008,"ko00000,ko00001,ko01000",-,-,-,"AlaDh_PNT_C,AlaDh_PNT_N"
J2S48_RS21855,1666.311957,2537.896752,358.934763,-2.758965506,-2.82040581,0.325044897,-8.676973048,4.06E-18,1.78E-16,"COG0673@1|root,COG0673@2|Bacteria,2GN2Z@201174|Actinobacteria,4F3PR@85017|Promicromonosporaceae",S,"Oxidoreductase family, C-terminal alpha/beta domain",ydgJ,-,-,-,-,-,-,-,-,-,-,-,"GFO_IDH_MocA,GFO_IDH_MocA_C"
J2S48_RS00400,5834.944015,9016.679616,1062.340613,-3.014410336,-3.085452018,0.359019928,-8.594096802,8.39E-18,3.63E-16,"COG0783@1|root,COG0783@2|Bacteria,2IFDP@201174|Actinobacteria,4F439@85017|Promicromonosporaceae",P,Ferritin-like domain,dps,-,-,ko:K04047,-,-,-,-,"ko00000,ko03036",-,-,-,Ferritin
J2S48_RS08470,12892.38462,19226.45178,3391.283892,-2.453065587,-2.503377731,0.292439605,-8.560323857,1.13E-17,4.74E-16,"COG0667@1|root,COG0667@2|Bacteria,2GJBG@201174|Actinobacteria,4F3K4@85017|Promicromonosporaceae",C,Aldo/keto reductase family,-,-,-,-,-,-,-,-,-,-,-,-,Aldo_ket_red
J2S48_RS18085,56963.18682,81308.9462,20444.54775,-1.961130401,-1.991728484,0.232726302,-8.558244029,1.15E-17,4.77E-16,"COG1404@1|root,COG1404@2|Bacteria,2GJ14@201174|Actinobacteria",O,Belongs to the peptidase S8 family,-,-,-,-,-,-,-,-,-,-,-,-,"CW_binding_1,Peptidase_S8"
J2S48_RS21865,370.7648224,617.9413706,0,-13.38314427,-12.63299918,1.522590601,-8.297042666,1.07E-16,4.19E-15,"COG1090@1|root,COG1090@2|Bacteria,2GJS0@201174|Actinobacteria,4F50Z@85017|Promicromonosporaceae",S,Domain of unknown function (DUF1731),-,"GO:0003674,GO:0003824,GO:0004497,GO:0005488,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006066,GO:0006629,GO:0006706,GO:0006707,GO:0008150,GO:0008152,GO:0008202,GO:0008203,GO:0008395,GO:0009056,GO:0016020,GO:0016042,GO:0016125,GO:0016127,GO:0016491,GO:0016705,GO:0016709,GO:0020037,GO:0030312,GO:0031073,GO:0036199,GO:0044238,GO:0044281,GO:0044282,GO:0044464,GO:0046164,GO:0046906,GO:0048037,GO:0055114,GO:0071704,GO:0071944,GO:0097159,GO:1901360,GO:1901361,GO:1901363,GO:1901575,GO:1901615,GO:1901616,GO:1902652",-,ko:K07071,-,-,-,-,ko00000,-,-,-,"DUF1731,Epimerase"
J2S48_RS19880,313.5994613,520.9575604,2.562312605,-7.429326231,-7.656351962,0.925913671,-8.26896956,1.35E-16,5.12E-15,"COG1200@1|root,COG1200@2|Bacteria,2GKA3@201174|Actinobacteria,4F372@85017|Promicromonosporaceae",L,RecG wedge domain,recG,"GO:0003674,GO:0003724,GO:0003824,GO:0004004,GO:0004386,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0006139,GO:0006725,GO:0006807,GO:0008026,GO:0008150,GO:0008152,GO:0008186,GO:0009987,GO:0010501,GO:0016020,GO:0016070,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017111,GO:0034641,GO:0042623,GO:0043170,GO:0044237,GO:0044238,GO:0044424,GO:0044464,GO:0046483,GO:0070035,GO:0071704,GO:0071944,GO:0090304,GO:0140098,GO:1901360",3.6.4.12,ko:K03655,"ko03440,map03440",-,-,-,"ko00000,ko00001,ko01000,ko03400",-,-,-,"DEAD,Helicase_C,RecG_wedge,tRNA_anti-codon"
J2S48_RS24035,1267.828625,2058.622254,81.6381806,-4.525914673,-4.657389245,0.56384456,-8.260058845,1.46E-16,5.40E-15,"COG3919@1|root,COG3919@2|Bacteria,2GM4D@201174|Actinobacteria,4F45S@85017|Promicromonosporaceae",S,ATP-grasp,-,-,6.3.1.12,ko:K17810,-,-,-,-,"ko00000,ko01000",-,-,-,CPSase_L_D2
J2S48_RS25070,2877.241326,4391.367088,606.0526836,-2.787285456,-2.857467995,0.345922649,-8.260424715,1.45E-16,5.40E-15,"COG0126@1|root,COG0126@2|Bacteria,2GJC6@201174|Actinobacteria,4F49B@85017|Promicromonosporaceae",G,Phosphoglycerate kinase,pgk,"GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044424,GO:0044464,GO:0071944","2.7.2.3,5.3.1.1","ko:K00927,ko:K01803","ko00010,ko00051,ko00562,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00010,map00051,map00562,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00001,M00002,M00003,M00165,M00166,M00308,M00552","R01015,R01512","RC00002,RC00043,RC00423","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,PGK
J2S48_RS02200,2213.369541,3288.838461,600.1661613,-2.399019363,-2.454333155,0.297583949,-8.247532044,1.62E-16,5.93E-15,"COG3280@1|root,COG3280@2|Bacteria,2GJTB@201174|Actinobacteria,4F4AA@85017|Promicromonosporaceae",G,"Alpha amylase, catalytic domain",treY,"GO:0000272,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005975,GO:0005976,GO:0005984,GO:0005991,GO:0005992,GO:0006073,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009058,GO:0009251,GO:0009311,GO:0009312,GO:0009987,GO:0016051,GO:0016052,GO:0016853,GO:0016866,GO:0030978,GO:0030980,GO:0034637,GO:0043170,GO:0044042,GO:0044237,GO:0044238,GO:0044247,GO:0044248,GO:0044249,GO:0044260,GO:0044262,GO:0044264,GO:0044275,GO:0044424,GO:0044444,GO:0044464,GO:0046351,GO:0047470,GO:0071704,GO:1901575,GO:1901576",5.4.99.15,ko:K06044,"ko00500,ko01100,ko01110,map00500,map01100,map01110",M00565,"R01824,R09995",-,"ko00000,ko00001,ko00002,ko01000",-,GH13,-,Alpha-amylase
J2S48_RS13595,8086.669263,12178.0483,1949.60071,-2.579662685,-2.64256149,0.320892778,-8.235029481,1.80E-16,6.45E-15,"COG0791@1|root,COG0791@2|Bacteria,2GIWB@201174|Actinobacteria,4F4BP@85017|Promicromonosporaceae",M,pfam nlp p60,spl,-,-,ko:K21471,-,-,-,-,"ko00000,ko01000,ko01002,ko01011",-,-,-,NLPC_P60
J2S48_RS13785,10628.72831,16357.92124,2034.938907,-2.941960381,-3.007124546,0.367276368,-8.187634187,2.66E-16,9.37E-15,"COG0403@1|root,COG1003@1|root,COG0403@2|Bacteria,COG1003@2|Bacteria,2GJ11@201174|Actinobacteria,4F3QJ@85017|Promicromonosporaceae",E,The glycine cleavage system catalyzes the degradation of glycine. The P protein binds the alpha-amino group of glycine through its pyridoxal phosphate cofactor,gcvP,"GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0030312,GO:0040007,GO:0044464,GO:0071944",1.4.4.2,"ko:K00281,ko:K00283","ko00260,ko00630,ko01100,ko01110,ko01130,ko01200,map00260,map00630,map01100,map01110,map01130,map01200",M00532,"R01221,R03425","RC00022,RC00929,RC02834,RC02880","ko00000,ko00001,ko00002,ko01000",-,-,-,GDC-P
J2S48_RS10260,1684.210863,2539.619038,401.0986018,-2.596632548,-2.660650765,0.326384634,-8.151887327,3.58E-16,1.25E-14,"COG0101@1|root,COG0101@2|Bacteria,2GJ6C@201174|Actinobacteria,4F3S1@85017|Promicromonosporaceae",J,"Formation of pseudouridine at positions 38, 39 and 40 in the anticodon stem and loop of transfer RNAs",truA,"GO:0001522,GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0006139,GO:0006396,GO:0006399,GO:0006400,GO:0006725,GO:0006807,GO:0008033,GO:0008150,GO:0008152,GO:0009451,GO:0009982,GO:0009987,GO:0010467,GO:0016070,GO:0016853,GO:0016866,GO:0030312,GO:0031119,GO:0034470,GO:0034641,GO:0034660,GO:0040007,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:1901360",5.4.99.12,ko:K06173,-,-,-,-,"ko00000,ko01000,ko03016",-,-,-,PseudoU_synth_1
J2S48_RS15730,2338.324829,3550.207991,520.5000856,-2.700424676,-2.76858276,0.340785049,-8.124132113,4.51E-16,1.55E-14,"COG1073@1|root,COG1073@2|Bacteria,2GNDJ@201174|Actinobacteria",Q,Belongs to the glycosyl hydrolase family 6,-,-,3.1.1.101,ko:K21104,-,-,R11540,-,"ko00000,ko01000",-,-,-,"DLH,Hydrolase_4,PAF-AH_p_II"
J2S48_RS06990,158.1561139,262.3800458,1.820215871,-6.936644744,-7.156785072,0.889089025,-8.049570817,8.31E-16,2.75E-14,"COG0699@1|root,COG0699@2|Bacteria,2GJX9@201174|Actinobacteria,4F3Z0@85017|Promicromonosporaceae",S,50S ribosome-binding GTPase,-,-,-,-,-,-,-,-,-,-,-,-,"Dynamin_N,MMR_HSR1"
J2S48_RS08895,1074.765431,1594.48115,295.191852,-2.375629518,-2.433222867,0.303667046,-8.01279855,1.12E-15,3.68E-14,"COG0596@1|root,COG0596@2|Bacteria,2GJCT@201174|Actinobacteria,4F5EX@85017|Promicromonosporaceae",S,"Serine aminopeptidase, S33",-,-,-,-,-,-,-,-,-,-,-,-,Abhydrolase_1
J2S48_RS24540,3557.691933,5261.840757,1001.468697,-2.340502557,-2.394194979,0.299945154,-7.982109231,1.44E-15,4.63E-14,"COG0596@1|root,COG0596@2|Bacteria,2GMYM@201174|Actinobacteria,4F1UG@85016|Cellulomonadaceae",S,alpha beta hydrolase fold,-,-,-,-,-,-,-,-,-,-,-,-,"Abhydrolase_1,Abhydrolase_4"
J2S48_RS21495,2257.687632,3540.209416,333.9049557,-3.308122346,-3.404832179,0.430651088,-7.906243071,2.65E-15,8.31E-14,"COG1030@1|root,COG1030@2|Bacteria,2IIZ2@201174|Actinobacteria",-,-,wcoO,-,-,-,-,-,-,-,-,-,-,-,TspO_MBR
J2S48_RS22680,1762.389379,2569.31285,552.0041708,-2.166025741,-2.21765525,0.281444791,-7.879539163,3.29E-15,1.01E-13,"28NWQ@1|root,2ZBUI@2|Bacteria,2IGY4@201174|Actinobacteria,4F4H4@85017|Promicromonosporaceae",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
J2S48_RS01630,2027.434157,3221.846318,235.8159146,-3.659750312,-3.771819359,0.480172831,-7.855128639,3.99E-15,1.21E-13,"COG1028@1|root,COG1028@2|Bacteria,2GJU1@201174|Actinobacteria,4F444@85017|Promicromonosporaceae",IQ,KR domain,-,-,-,-,-,-,-,-,-,-,-,-,adh_short_C2
J2S48_RS20520,3489.195589,5248.99032,849.5034912,-2.557197561,-2.626242658,0.337389034,-7.784019018,7.03E-15,2.03E-13,,,,,,,,,,,,,,,,
J2S48_RS07610,1868.09227,2872.80114,361.0289645,-2.909664735,-2.991140037,0.384816244,-7.772904827,7.67E-15,2.20E-13,"COG2064@1|root,COG2064@2|Bacteria,2GKMW@201174|Actinobacteria,4F3TZ@85017|Promicromonosporaceae",NU,"Type II secretion system (T2SS), protein F",-,-,-,ko:K12510,-,-,-,-,"ko00000,ko02044",-,-,-,T2SSF
J2S48_RS17810,17136.7494,26806.26023,2632.483171,-3.251379919,-3.348293663,0.431199817,-7.765062806,8.16E-15,2.32E-13,"COG0506@1|root,COG1012@1|root,COG0506@2|Bacteria,COG1012@2|Bacteria,2GM5R@201174|Actinobacteria,4F3P2@85017|Promicromonosporaceae",C,Aldehyde dehydrogenase family,putA,-,"1.2.1.88,1.5.5.2",ko:K13821,"ko00250,ko00330,ko01100,ko01110,ko01130,map00250,map00330,map01100,map01110,map01130",-,"R00245,R00707,R00708,R01253,R04444,R04445,R05051","RC00080,RC00083,RC00216,RC00242,RC00255","ko00000,ko00001,ko01000,ko03000",-,-,-,"Aldedh,Pro_dh"
J2S48_RS21205,235.0933835,391.8223058,0,-12.63266726,-11.9815087,1.555869945,-7.700842054,1.35E-14,3.75E-13,"COG1276@1|root,COG2372@1|root,COG1276@2|Bacteria,COG2372@2|Bacteria",C,response to copper ion,ycnJ,-,-,"ko:K07156,ko:K07245,ko:K14166",-,-,-,-,"ko00000,ko02000","9.B.62.1,9.B.62.2",-,-,"CopC,CopD"
J2S48_RS02675,1498.883318,2490.300854,11.75701417,-7.450101105,-7.727205436,1.010769263,-7.644875756,2.09E-14,5.64E-13,"COG1012@1|root,COG1012@2|Bacteria,2GIWZ@201174|Actinobacteria,4FMBK@85023|Microbacteriaceae",C,Aldehyde dehydrogenase family,gabD,-,"1.2.1.16,1.2.1.20,1.2.1.79",ko:K00135,"ko00250,ko00310,ko00350,ko00650,ko00760,ko01100,ko01120,map00250,map00310,map00350,map00650,map00760,map01100,map01120",M00027,"R00713,R00714,R02401",RC00080,"ko00000,ko00001,ko00002,ko01000",-,-,-,Aldedh
J2S48_RS12395,4596.366404,7195.227131,698.0753143,-3.268525732,-3.366157674,0.440337219,-7.644499548,2.10E-14,5.64E-13,"COG0477@1|root,COG0477@2|Bacteria,2HC9X@201174|Actinobacteria,4F45H@85017|Promicromonosporaceae",P,Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family,gtr,-,-,ko:K08139,"ko04113,map04113",-,-,-,"ko00000,ko00001,ko02000",2.A.1.1,-,-,Sugar_tr
J2S48_RS08550,854.6730063,1361.693107,94.14285462,-3.729675626,-3.851616628,0.504500576,-7.634513841,2.27E-14,6.00E-13,"COG0455@1|root,COG0455@2|Bacteria,2IARP@201174|Actinobacteria,4F3JG@85017|Promicromonosporaceae",D,bacterial-type flagellum organization,-,-,-,-,-,-,-,-,-,-,-,-,CbiA
J2S48_RS21120,1267.917614,1992.34303,181.2794904,-3.356385909,-3.457328278,0.454901873,-7.600162774,2.96E-14,7.71E-13,"COG1403@1|root,COG1403@2|Bacteria,2I9AH@201174|Actinobacteria,4F5E4@85017|Promicromonosporaceae",V,HNH endonuclease,-,-,-,-,-,-,-,-,-,-,-,-,"DUF222,HNH"
J2S48_RS07990,323.7001146,521.2004818,27.44956395,-4.111351181,-4.250100045,0.559629648,-7.594486925,3.09E-14,7.99E-13,"COG0180@1|root,COG0180@2|Bacteria,2GJ9A@201174|Actinobacteria,4F49P@85017|Promicromonosporaceae",J,tRNA synthetases class I (W and Y),trpS,"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0040007,GO:0044464,GO:0071944",6.1.1.2,ko:K01867,"ko00970,map00970","M00359,M00360",R03664,"RC00055,RC00523","ko00000,ko00001,ko00002,ko01000,ko01007,ko03016",-,-,-,tRNA-synt_1b
J2S48_RS13815,1242.548425,1894.573787,264.5103828,-2.755939947,-2.839560693,0.376302146,-7.545959341,4.49E-14,1.14E-12,"COG3568@1|root,COG3568@2|Bacteria,2GP3V@201174|Actinobacteria,4F527@85017|Promicromonosporaceae",L,Endonuclease/Exonuclease/phosphatase family,-,-,-,-,-,-,-,-,-,-,-,-,Exo_endo_phos
J2S48_RS24745,809.359337,1237.165418,167.6502156,-2.797215233,-2.881408501,0.382217855,-7.538654885,4.75E-14,1.20E-12,"COG1418@1|root,COG1418@2|Bacteria,2IAVS@201174|Actinobacteria",S,"PFAM metal-dependent phosphohydrolase, HD sub domain",-,-,-,-,-,-,-,-,-,-,-,-,HD
J2S48_RS20530,1130.421678,1740.887929,214.7223018,-2.924823719,-3.016060685,0.402125053,-7.50030535,6.37E-14,1.60E-12,,,,,,,,,,,,,,,,
